,mq2,mq3,mq8,mq135,mq136,mq137,mq131,mq9,scp1,scp2,scp3,scp4,scp5,scp6,scp7,scp8,scp9,scp10,scp11,scp12,scp13,scp14,scp15,scp16,scp17,scp18,target
250,87.803,570.571,691.150,33.703,33.537,36.260,145.914,82.957,395.373,210.470,404.484,146.036,252.085,325.050,290.534,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,126.602,63.768,39.670,8
251,87.830,570.328,691.273,33.700,33.553,36.241,145.930,82.932,394.561,210.470,404.484,146.036,252.085,325.050,290.534,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,126.602,63.768,39.670,8
252,87.844,570.605,690.972,33.707,33.539,36.263,145.939,82.913,394.561,210.470,404.484,146.036,252.085,325.050,290.534,316.291,499.946,150.664,151.572,51.325,39.083,29.126,66.288,126.602,63.768,39.670,8
253,87.776,570.605,690.787,33.689,33.541,36.246,145.833,82.935,393.749,210.470,404.484,146.036,252.085,325.050,290.534,316.291,499.946,150.664,149.496,50.886,39.083,29.126,66.288,126.602,63.768,39.670,8
254,87.758,570.622,690.722,33.704,33.531,36.279,145.926,82.938,394.561,210.470,404.484,146.036,251.280,325.050,290.534,316.291,499.946,150.664,151.572,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
255,87.853,570.622,690.907,33.701,33.531,36.255,145.926,82.913,393.749,210.470,404.484,146.036,251.280,325.050,290.534,316.291,499.946,150.664,151.572,51.325,38.302,29.126,66.288,126.602,63.768,39.670,8
256,87.858,570.466,690.725,33.684,33.513,36.267,145.849,82.868,394.561,210.470,404.484,146.036,251.280,325.050,290.534,316.291,499.946,150.664,148.458,51.325,38.302,29.126,66.288,125.430,63.768,39.670,8
257,87.821,570.813,690.965,33.690,33.525,36.272,145.987,82.883,393.749,210.470,404.484,146.036,251.280,324.322,290.534,316.291,499.946,150.664,149.496,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
258,87.803,570.294,690.848,33.671,33.523,36.270,145.861,82.833,393.749,210.470,404.484,146.036,251.280,324.322,290.534,316.291,499.946,150.664,150.534,51.325,38.302,29.126,66.288,125.430,63.768,39.670,8
259,87.871,570.692,691.030,33.693,33.544,36.270,145.797,82.868,393.749,210.470,404.484,146.036,251.280,324.322,290.534,316.291,499.946,150.664,151.572,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
260,87.830,570.951,690.660,33.681,33.528,36.244,145.756,82.879,393.749,210.470,404.484,146.036,251.280,324.322,290.534,316.291,499.946,150.664,149.496,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
261,87.781,570.657,690.667,33.669,33.505,36.246,145.724,82.889,392.937,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,151.572,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
262,87.740,570.830,690.663,33.654,33.515,36.248,145.643,82.900,392.937,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
263,87.758,570.587,690.784,33.654,33.497,36.274,145.663,82.898,392.937,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,149.496,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
264,87.803,570.553,690.540,33.634,33.519,36.255,145.760,82.911,392.937,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,149.496,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
265,87.753,570.778,690.602,33.640,33.523,36.248,145.671,82.953,392.937,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
266,87.781,570.795,690.423,33.639,33.513,36.265,145.671,82.971,392.125,210.470,403.534,146.036,251.280,324.322,289.988,316.291,499.946,150.664,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
267,87.745,570.518,690.725,33.633,33.511,36.267,145.679,82.996,392.125,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,151.572,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
268,87.763,570.501,690.362,33.619,33.501,36.258,145.643,83.011,392.125,210.470,403.534,145.134,251.280,324.322,290.534,316.291,499.946,150.664,151.572,51.325,38.302,29.126,66.288,125.430,63.768,39.670,8
269,87.785,570.363,690.306,33.619,33.497,36.253,145.615,83.076,392.125,210.470,403.534,145.134,251.280,324.322,290.534,316.291,499.946,150.664,149.496,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
270,87.726,570.103,690.728,33.609,33.568,36.284,145.615,83.085,392.125,210.470,403.534,145.134,250.474,324.322,290.534,316.291,499.946,150.664,149.496,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
271,87.740,569.724,690.128,33.586,33.515,36.236,145.497,83.084,391.313,210.470,403.534,145.134,251.280,324.322,290.534,316.291,499.946,150.664,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
272,87.708,569.620,690.362,33.584,33.503,36.282,145.603,83.170,391.313,209.500,403.534,145.134,250.474,324.322,290.534,316.291,499.946,150.664,151.572,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
273,87.677,569.620,690.306,33.583,33.531,36.255,145.562,83.179,391.313,210.470,403.534,145.134,251.280,324.322,290.534,316.291,499.946,150.664,150.534,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
274,87.677,569.689,689.943,33.571,33.509,36.246,145.470,83.198,391.313,210.470,403.534,146.036,251.280,324.322,290.534,316.291,499.946,150.664,150.534,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
275,87.640,569.206,689.943,33.559,33.519,36.255,145.538,83.168,391.313,209.500,403.534,145.134,250.474,324.322,290.534,316.291,499.946,150.664,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
276,87.685,569.310,690.125,33.553,33.507,36.227,145.466,83.208,391.313,209.500,403.534,145.134,250.474,323.593,290.534,316.291,499.946,150.664,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
277,87.681,568.879,689.946,33.553,33.497,36.265,145.458,83.214,390.502,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
278,87.690,568.758,689.768,33.533,33.517,36.258,145.441,83.241,390.502,209.500,403.534,145.134,250.474,323.593,290.534,316.291,499.946,150.664,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
279,87.505,568.568,689.953,33.555,33.537,36.253,145.450,83.250,390.502,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,150.534,51.325,38.302,29.126,66.288,125.430,63.768,39.670,8
280,87.672,568.534,689.829,33.540,33.525,36.244,145.321,83.319,390.502,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,151.572,51.325,38.302,29.126,66.288,125.430,63.768,39.670,8
281,87.658,568.156,689.470,33.526,33.503,36.246,145.211,83.273,389.690,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,151.572,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
282,87.667,568.346,689.402,33.538,33.541,36.251,145.405,83.402,389.690,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
283,87.636,568.207,689.826,33.519,33.513,36.255,145.316,83.348,389.690,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,151.572,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
284,87.640,568.344,689.765,33.527,33.537,36.260,145.316,83.308,389.690,209.500,402.585,145.134,250.474,323.593,290.534,316.291,499.946,150.664,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
285,87.690,568.276,689.703,33.530,33.527,36.265,145.293,83.327,389.690,209.500,402.585,145.134,250.474,323.593,289.988,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
286,87.622,567.932,689.402,33.509,33.533,36.255,145.204,83.287,389.690,209.500,402.585,145.134,250.474,323.593,289.988,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
287,87.631,567.966,689.223,33.505,33.521,36.256,145.268,83.300,389.690,209.500,402.585,145.134,250.474,323.593,289.988,316.291,499.946,150.664,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
288,87.563,567.811,689.525,33.505,33.527,36.253,145.240,83.277,388.878,208.530,402.585,145.134,250.474,323.593,289.988,316.291,499.946,150.664,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
289,87.559,568.121,689.586,33.511,33.543,36.267,145.224,83.287,388.878,208.530,401.635,145.134,249.669,323.593,289.988,316.291,499.946,150.207,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
290,87.686,568.242,689.405,33.500,33.511,36.263,145.135,83.321,388.878,208.530,401.635,145.134,249.669,322.864,289.988,315.762,499.946,150.207,151.572,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
291,87.292,568.225,689.522,33.498,33.523,36.277,145.152,83.252,388.878,208.530,401.635,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
292,87.658,567.761,689.408,33.485,33.608,36.298,145.140,83.254,388.066,208.530,401.635,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,50.886,38.302,29.126,66.288,125.430,63.768,39.670,8
293,87.667,567.571,689.466,33.482,33.527,36.267,145.027,83.155,388.066,208.530,401.635,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
294,87.658,568.001,689.648,33.485,33.521,36.272,145.104,83.195,388.066,208.530,401.635,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
295,87.636,567.640,689.528,33.476,33.509,36.255,145.015,83.208,388.066,208.530,401.635,145.134,249.669,322.864,289.988,316.291,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
296,87.559,567.881,689.713,33.479,33.515,36.270,144.963,83.208,388.066,208.530,401.635,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
297,87.532,567.469,689.466,33.482,33.501,36.282,144.971,83.192,388.066,208.530,400.686,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
298,87.590,567.640,689.405,33.479,33.473,36.251,145.027,83.200,388.066,208.530,400.686,145.134,249.669,322.864,289.988,315.762,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
